country,ae,al,am,ar,at,au,az,ba,bb,bd,be,bg,bh,bn,bo,br,bs,by,bz,ca,ch,cl,cn,co,cr,cy,cz,de,dk,do,dz,ec,ee,eg,es,et,fi,fr,gb,ge,gh,gr,gt,gu,hk,hn,hr,hu,id,ie,il,in,iq,ir,is,it,jm,jo,jp,ke,kh,kr,kw,kz,lb,lk,lt,lu,lv,ma,md,me,mk,mm,mo,mt,mu,mx,my,ng,ni,nl,no,np,nz,om,pa,pe,ph,pk,pl,pr,pt,py,qa,ro,rs,ru,sa,sd,se,sg,si,sk,sv,th,tn,tr,tt,tw,tz,ua,ug,us,uy,ve,vn,za,zm,zw
lk,8.382074321363566,8.516234755344012,9.04363852525901,8.665278443353298,8.42861435730168,8.298877256595018,9.033094588382092,8.479043947446904,9.043708456154677,9.216403584552847,8.361881454068154,8.495778881641975,8.663710824456476,8.630620257047935,8.76537750464292,8.752909141331312,8.927714712186093,8.810633407735272,8.911892811713566,8.347963985283146,8.381553632629483,8.514199283554202,8.472976303112826,8.471941922520974,8.524346450026377,8.523770877684806,8.347193963704756,8.510868800518631,8.416792600925394,8.714174917743085,9.082244751322172,8.529906887007437,8.472755817812986,8.581589321646302,8.327325642603084,9.423540919525115,8.44927235460146,8.4951761353847,8.439022194663245,8.838668968621738,9.139695423223728,8.393252440295011,8.658004224594658,8.725093820731203,8.150708008759421,8.79640116249221,8.357164689051663,8.441138350224339,8.372935423592835,8.42458997840269,8.412280995015973,8.552758173956924,9.387499970470577,8.526300782294832,8.40587688097443,8.450855039029522,8.73106041110741,8.647430815664336,8.488251262669793,8.787554186108991,8.708241715380632,8.370366595532701,8.557519868395405,8.553615602318382,8.386736417011646,0.0,8.565329666099457,8.503296480408997,8.506547133531958,8.866902690664267,8.90045554628755,8.813216787150326,8.50914690433833,8.807249573340345,8.565662552179221,8.45895110200558,8.71817514252251,8.521244812444484,8.428110799949799,8.663954246853008,8.774135769510195,8.236565261635155,8.481976811592123,8.583381023856868,8.239966678414698,8.799436960756148,8.75602099437823,8.444904900511617,8.333476634940002,8.686623672006037,8.671849582614799,8.564810185903243,8.408696264675042,8.718540064466364,8.570985987353748,8.426216958366927,8.41392499488237,8.589720285711909,8.5473871604681,9.391272651687483,8.563144603652923,8.214550697828475,8.35074087269109,8.46321933852886,8.886722576984102,8.290455132929512,9.202783456503765,8.477946305391868,8.55861426901214,8.201530253120712,9.044214645538695,8.492072632812683,9.262254290113852,8.404482348677485,8.687924155209211,8.706809163201335,8.532380735233712,8.507965341470726,9.150876677948878,9.069935127874558
lt,8.369216208022815,8.265274545943788,8.791489857291271,8.339233110342104,8.029318505254368,8.060261154752087,8.845677734005779,8.155102405510826,8.891248929461268,9.048967820103552,8.029711875912161,8.068443961829267,8.56639911677521,8.475175165874447,8.508853866130424,8.219486596708052,8.867805757327968,8.437286402926581,8.789458265109248,8.067734945254696,8.055359917841113,8.176430020431145,8.38940020811889,8.209882392651563,8.22101596758506,8.359072485622626,7.8744930314309,8.036735488292534,8.124484345772244,8.592209238794776,8.790431482206616,8.336206618813458,7.993846130641895,8.430805321741433,8.04993529253133,9.719274691363472,8.000106304924438,8.075106360295178,8.092124485075084,8.544372588805572,9.203915962798309,8.036434985742684,8.53904948233827,8.513126208271329,8.018625630550783,8.563810894918728,7.899038922977245,7.981826506924155,8.214893464812958,8.113223800412907,8.06765225893584,8.568128001269413,9.207587251479968,8.487260193895159,8.133093117591182,8.086487348805571,8.652685446708489,8.401248425171032,8.24263803985435,8.766199497113996,8.721217037173988,8.013227198172792,8.451828977059533,8.465873116225694,8.373600349411644,8.565329666099457,0.0,8.21460732131553,8.06863766374341,8.465789949176617,8.57933768086817,8.575763400092617,8.259658629845854,8.776326938534893,8.638676606536372,8.229793796540694,8.727833908039752,8.285673312504326,8.415960607316034,8.697444022491766,8.596688336349452,7.927932115788618,8.159034251215767,8.519204890545895,8.009685515476184,8.875668110807066,8.517884333813816,8.302650289821505,8.277781893572374,8.923208600339267,8.019412130732954,8.374082803037473,7.947640811350964,8.439019383560241,8.463249018005108,8.033901434188571,8.024738305678527,8.155094889523909,8.393640329140913,9.243548363773257,8.128623945205529,7.974953782680659,7.916257448703526,7.994312555090601,8.672639404121506,8.196291749329967,8.80232798727685,8.210446241296493,8.449547766630031,8.056551803934353,9.052624700349735,8.086227394427855,9.435715225969505,8.201580452592765,8.275765023077154,8.433823104820737,8.320157956986405,8.328586886102368,9.076944125293535,9.014810714141081
lu,8.327823910317564,8.228228593207884,8.610133713044664,8.418655539131988,7.882609062715961,7.9144610839586,8.605225518237008,8.161782913027743,8.542697565126403,9.169524157011356,7.872059761880893,8.073095733843317,8.4397173474369,8.443804180230671,8.568222201819353,8.296733077033306,8.474886437465496,8.303763089195337,8.682734132553518,7.90912982257335,7.800870949298457,8.153941704082554,8.261312285563466,8.301818852236769,8.25394607026481,8.126528098682783,7.961188327749792,7.957497535569262,7.950737410912871,8.434960504303346,8.889432779704258,8.404784271201242,8.02125261737935,8.545588866898735,7.861868785514463,9.150116511949301,7.968573178960401,8.029190891987488,8.029750931217757,8.514827567120246,8.974596090743526,8.052325172482858,8.534142997642856,8.286151461115656,7.9597967533878515,8.518763514474701,7.9257761974578145,8.064509567554971,8.292453445454752,7.956976562933554,7.956564149921364,8.564438680752584,9.086080705823546,8.398890753445773,7.964710777490962,8.086366436668758,8.464310724478294,8.369256752015202,8.112138269432867,8.60416309365232,8.666292320412406,8.0092484128626,8.419033216166124,8.38470848241734,8.259843854490976,8.503296480408997,8.21460732131553,0.0,8.14167272520801,8.593314111571383,8.45329561859421,8.309776537532443,8.116897050588335,8.624600904030036,8.358408346349012,8.065336482037853,8.406779423053367,8.375869273898216,8.54106051515423,8.51512824564719,8.42834122134415,7.742084546270445,7.97496960288024,8.56301840564953,7.889009349998247,8.488448213413045,8.316488781442057,8.374028648712402,8.365628067550293,8.88044681512675,8.269399746183389,8.331961537703046,7.993419507059254,8.437520575213899,8.353654764143862,8.105746562307178,7.99685881033975,8.356939665289419,8.479470043061756,9.102480080416738,7.910222065773025,7.962665013909924,7.891076910347518,8.039960163127125,8.654432113773128,8.115679326363553,8.830783881690431,8.319372256093871,8.319405436333023,7.997484261305082,8.630648072741131,8.235065138335766,8.943628388282615,8.001298244593404,8.228536952923077,8.473664282874992,8.442985710939059,8.206352698632374,8.681077815907084,8.554205512527021
lv,8.297157243012718,8.237084291661574,8.725338616653676,8.351084291806865,7.953520031905711,8.015607912822498,8.777484908784055,8.091831403359686,8.834428475370082,9.128270377638348,7.945965662860016,8.013803650444668,8.486529202399852,8.438706127049624,8.450679735061511,8.211761343196683,8.767269315814522,8.402588918782955,8.698339545745343,8.020267042012074,8.00124979542664,8.184498788861243,8.366710644633473,8.228286934121945,8.206639090892134,8.227246913833254,7.873710217539986,7.959654567047699,8.01190118559888,8.493746104284314,8.809807034100878,8.333305684019084,7.952544886964996,8.418950534967376,8.007259082852256,9.574746583268427,7.962741563519007,8.03245117963643,8.045476038743256,8.475537984281463,9.159102436026307,8.008348026452929,8.472408121177393,8.441091449705633,7.99994900518387,8.471843592418399,7.921063311833361,7.971610863185266,8.225401347436392,8.01563154208228,8.022238612690082,8.530675059987171,9.16693676990856,8.417335320651892,8.058366693433383,8.047161566954529,8.637321094669145,8.354054981025495,8.189293235647222,8.750756914646237,8.67805414185766,8.006224930209232,8.399094890022507,8.460082158325383,8.254627228359254,8.506547133531958,8.06863766374341,8.14167272520801,0.0,8.460255182565561,8.534612597366012,8.546891847517712,8.19124969151026,8.753334073565446,8.550116176670274,8.178788888203453,8.617696880460452,8.312121964601968,8.441512418437638,8.671456893322825,8.526432282555795,7.910824842461154,8.097496980784998,8.480855366633119,7.950842196910875,8.79561550759932,8.441567611586281,8.286527057634693,8.264158804052334,8.87034926797715,8.038447514263394,8.319211068124956,7.965193519704864,8.422572502443838,8.401083653545394,8.035839840588594,7.98999790387575,8.15536329901055,8.417521976731456,9.206349158392756,8.056403257207243,7.9770328385043126,7.894373290921464,7.964024626579219,8.646976909168323,8.172139444152876,8.802832821980653,8.22905217998959,8.37529388677159,8.042505193023311,8.94880062358577,8.053382914008049,9.30321807415378,8.133807970543756,8.298143439755341,8.419174144402815,8.281816785258156,8.268041850375266,9.024612735718916,8.931663160291194
ma,8.733860854763403,8.497917675805464,8.972485702118405,8.66775105450582,8.44967848492822,8.532189921304127,9.113490531857343,8.442235154097439,9.11496166746476,9.29492008623467,8.442622656632267,8.46219323915977,8.803612339922502,8.786771126661648,8.775380701643911,8.505411743707693,9.101080170620735,8.698825582570173,9.028419138576112,8.484729835565002,8.503431831325631,8.534626859801712,8.798058000613434,8.549850576713311,8.553283451316068,8.66676293613922,8.321353128523183,8.395748731836692,8.567565447667961,8.859888891388625,8.856482247923378,8.65879949853957,8.397279468227056,8.664158894758467,8.459789442765278,9.976354585694066,8.390781632580744,8.418520252303736,8.553871483439687,8.811709649675599,9.367343908026962,8.42613186712644,8.767277143233503,8.818222551943547,8.45805555369997,8.82019956358293,8.27246924028961,8.351086967617926,8.538020474469487,8.60006675383749,8.468518728642422,8.846263621986873,9.27450702464223,8.66088498223998,8.584363197911886,8.40624449180273,8.889913098628535,8.631483102499995,8.71246938404157,9.064780185819323,8.987483466892572,8.484508496511921,8.629800670228402,8.719371510496744,8.653904272842178,8.866902690664267,8.465789949176617,8.593314111571383,8.460255182565561,0.0,8.82838976165333,8.788195528631428,8.51272921284433,9.061987016274756,8.943000450369114,8.611194820602377,8.95781485548855,8.655155153140925,8.75732904641454,8.945378208233798,8.872068077785542,8.417029139389337,8.644085087862509,8.763072887620504,8.490971393500468,9.117531053889309,8.764684688596335,8.581303962087677,8.625803376581265,9.153441916492584,8.411877227455355,8.677118172927074,8.29315144437613,8.691134202841738,8.73944492778538,8.391557344584404,8.377190118477095,8.565551252822447,8.686776515926283,9.222891751351895,8.56871730623241,8.46159928634332,8.282052545114142,8.407357927393502,8.856389891410664,8.62825129356639,8.835140292364391,8.497089535833146,8.680838365404112,8.494424963725123,9.313798599982759,8.433390894742304,9.672663539486654,8.624308671788986,8.620510266250932,8.745993884066346,8.604148029475864,8.67481542443025,9.200715771895684,9.30846266587976
md,8.821355294073342,8.538897280542113,8.907460622670767,8.720495817004489,8.533464704998407,8.470827792490038,8.899670644445079,8.52358926042486,9.030428213654403,9.321419217785776,8.477864078895475,8.585229471197087,8.728901448416956,8.634749291619569,8.779023167868946,8.74531823298342,9.023350628416747,8.560683708233878,8.838494242136615,8.549942916589504,8.553119371964975,8.605259128513897,8.855528559462002,8.641896187901075,8.684711945163942,8.60535860140228,8.38483363139982,8.467453231712105,8.650376892539386,8.849939644956526,8.963668993866143,8.758611129530935,8.561704903316194,8.797815373079375,8.501453013340388,9.939628633918629,8.500369435087993,8.518072455938539,8.582921847565244,8.794157766381945,9.418792050551987,8.415065347722496,8.806698786254634,8.731126631274984,8.424012827446985,8.794252191457435,8.417129050488583,8.476647201362189,8.686958939852337,8.575760416951486,8.560684012684732,9.004613941174613,9.279920761227425,8.758393226817178,8.562359879491874,8.499116443678343,9.024036964706225,8.639935219050493,8.736457124848581,9.225967162633857,8.976923159371067,8.49601433856282,8.72897552092206,8.63460741487625,8.752402927390955,8.90045554628755,8.57933768086817,8.45329561859421,8.534612597366012,8.82838976165333,0.0,8.717597676338638,8.600723717445002,8.803123466791082,8.780841155609888,8.57691531552754,8.889423753638054,8.69325139905906,8.824227106145992,9.139037925374357,8.794435681874262,8.387941319563112,8.672476134305274,8.879286099608215,8.437993207746084,9.058668825601261,8.777423658825102,8.647741126119467,8.667863649851624,9.298061762929619,8.531387934234749,8.816654201259292,8.379261546549552,8.654135342434472,8.755789169008773,8.519696892234592,8.50147024010032,8.594216936549381,8.818992106183074,9.202792488767448,8.645677451213286,8.502464177802734,8.388980415557963,8.490985507575543,8.769523107798049,8.680354617063077,8.954867631517306,8.630367904447043,8.819102901846597,8.502104213883625,9.234854190830358,8.52560725253422,9.575026084870714,8.633998245395402,8.596778926513503,8.833376358532584,8.724116213582747,8.735239429873413,9.121244094492944,9.161382030318512
me,8.666967486062758,8.42211873697784,8.879269614580531,8.697357994778013,8.386622621116889,8.415217118558088,8.825490556069909,8.47211953173955,8.977217366303375,9.376559776529056,8.353263652270075,8.478118594675928,8.69502870727652,8.76271300792212,8.793345683232847,8.662638332672334,8.790622784786896,8.612921121266936,8.899659825245674,8.428897935873795,8.267835354548346,8.498907014968353,8.69225884825106,8.589766469462763,8.589339405057423,8.435402973559865,8.341349782628924,8.398157954922175,8.433074577466215,8.721122978698599,9.07948419329171,8.737805558551837,8.394603797809525,8.821553975988614,8.342122450819346,9.52021478967443,8.414961375502742,8.435975418386885,8.48392958874049,8.815207199059364,9.201639134724417,8.394126586543093,8.72822720664138,8.589250709875682,8.47211121669925,8.699618657223198,8.257914618417217,8.419658830276013,8.70004470838171,8.466163147819746,8.329179598192724,8.855853528984271,9.22708020534074,8.743513896816138,8.449791791989911,8.395795341491892,8.821042487353179,8.717047640510744,8.620805277236256,9.002439737022117,8.943008236097622,8.445968965398773,8.703387787805099,8.759808189733489,8.572128537920294,8.813216787150326,8.575763400092617,8.309776537532443,8.546891847517712,8.788195528631428,8.717597676338638,0.0,8.46739377329869,8.733070252181372,8.705760693501134,8.473362132417874,8.765761993989782,8.679619966859718,8.849773402918254,8.88733250751571,8.714961302995535,8.241689281460644,8.487083500840432,8.88271204183743,8.361151318745401,8.76084603517262,8.642716557123705,8.630482157877617,8.716945537175107,9.121476236144177,8.643502739880251,8.688001966483862,8.325453705817148,8.645334681354457,8.690749215767964,8.429167765944005,8.30729009353886,8.726049804795625,8.794561054256604,9.165667652241178,8.450951280058792,8.4533455238008,8.30546019803583,8.406690595535782,8.829022746817314,8.577935871915972,8.941861046019064,8.606808736548473,8.81505361630651,8.436440417067232,8.886954256900049,8.515862202809299,9.13221694798516,8.501890072254051,8.588304897255918,8.80961045296297,8.796419637351834,8.659269978670808,9.017801402537726,8.890811546432568
mk,8.259283219105335,8.16923490569743,8.662860009109684,8.376775752318363,8.053848347063473,8.02847491761874,8.741650660884087,8.108076915969859,8.778646000160549,9.25404796705066,8.025909258186667,8.088773676213634,8.461352258927938,8.57182657190632,8.462714757197409,8.374505105028545,8.670109956074862,8.49393370348131,8.768024445945324,8.111515012465778,7.993029824957049,8.145864436729036,8.378983712381203,8.238583269419506,8.283961102456978,8.203682350734702,8.058759706519828,8.107750129759836,8.099656270303154,8.377540579945927,8.820160563420995,8.341708504313122,8.077872061389355,8.48150960239236,7.997533373551997,9.365647837748515,8.06568509080166,8.140145192196277,8.150999697798994,8.532644165555775,9.087476927415423,8.070779685704123,8.433735634670443,8.487452360062408,8.124788245583131,8.511641375383682,7.977217308406035,8.065047834589565,8.29093624949858,8.090410734848739,8.025942465846242,8.468741801542578,9.092143481491961,8.378898444635961,8.142946208493251,8.132130177322129,8.571618838260141,8.389717824060796,8.243361585749348,8.662865579992815,8.71379007113826,8.111371975672567,8.37935913442523,8.417960013659899,8.232785281760158,8.50914690433833,8.259658629845854,8.116897050588335,8.19124969151026,8.51272921284433,8.600723717445002,8.46739377329869,0.0,8.681887829639946,8.543482646490762,8.19035899980968,8.486726194129009,8.278516864881794,8.480902695060777,8.600592467980565,8.486198964548828,7.885514821221578,8.169429779588679,8.604760001882777,8.003886728043891,8.62743222258669,8.394154639464196,8.289411235384536,8.348530235997396,8.76285083847961,8.276712673008722,8.352689139913481,8.095388469251196,8.394157142440095,8.381592134707999,8.072639280636112,8.037994170520554,8.38844375223927,8.418769680475938,9.202783559964374,8.17085927159781,8.129081078341438,7.978546594771379,8.115032155432012,8.662335138394837,8.20222985681567,8.832365299311371,8.210968400301784,8.388662319889615,8.071091424854488,8.832476479980613,8.207071967324657,9.085126731953407,8.157497074830523,8.268966906483072,8.424790957898525,8.46518175289872,8.262909345086872,8.967460419939203,8.769016291289603
mm,8.710941448174903,8.717681746715483,9.009732167633139,8.951224020915857,8.660541328899754,8.553299899276448,8.869658715555122,8.739520041380825,9.057732574815079,9.468155706449025,8.575483595087038,8.807484738127641,8.716225358484202,8.688557471356585,8.848999101892412,8.967089700362598,8.948141366390441,8.745107525188414,8.891171328515822,8.642295546265839,8.589364087239929,8.738040729033088,8.771330181013303,8.69390338740847,8.77162244819495,8.672394682612993,8.619758532048037,8.71688374082725,8.625500403592097,8.935419306492856,9.364599796364232,8.775029674207863,8.657685237897006,8.87224271513758,8.561613689089056,9.6088996763519,8.680343156059067,8.740502546235097,8.686715925989912,9.020171068744014,9.302577221927283,8.600509561795313,8.869392165896569,8.719289018340536,8.34536146642902,8.884489345120036,8.613121406930885,8.746778321490684,8.592057465928237,8.631404166335466,8.675839833343838,8.907072621443826,9.352511850081948,8.783995646039537,8.609131051705665,8.688779478047874,9.014994799547754,8.858820574150414,8.764878860960822,9.198118076420291,8.695432042241356,8.60772453156478,8.794682818246566,8.648939486530306,8.700947541196502,8.807249573340345,8.776326938534893,8.624600904030036,8.753334073565446,9.061987016274756,8.803123466791082,8.733070252181372,8.681887829639946,0.0,8.494433161932816,8.697254804333571,8.817435767656642,8.763119128222861,8.648464085599048,9.04429552823625,8.779562425233337,8.470581875357125,8.708668480927262,8.764153440593722,8.518696956721161,8.839575968094703,8.854224935520206,8.629268510583943,8.528527734600562,9.041575578662425,8.87919758903342,8.905434120995874,8.61396178569692,8.765906698410497,8.763119509749199,8.653907286535256,8.719451513256171,8.851278052931484,8.86958097319736,9.431383974946218,8.823960031704367,8.420942775100611,8.554478505385461,8.68943205305625,8.94447547507401,8.513023665833266,9.12815719678227,8.738417592099653,8.885251794321821,8.40647670324109,9.008462136922745,8.809676850156931,9.286654427281203,8.7218688092207,8.842775638270803,8.936789991597298,8.783582819796893,8.871407677759258,9.253219111016207,9.092833681150033
mo,8.478618279375038,8.547115639558536,8.983999030136687,8.793503619767824,8.484259630897045,8.273118659796271,8.83063431308908,8.592145762042046,8.805809633766819,9.115985795554161,8.396697238198652,8.679279985646145,8.555875903283175,8.332777119365474,8.729540183250622,8.82543479116761,8.739147654367974,8.675332796317175,8.67757930324486,8.361885220963256,8.384422438239444,8.574967694405647,8.260427772620382,8.480229162943232,8.553300988242995,8.487607125658833,8.4312028855429,8.533832710964946,8.480352483685113,8.78148367764329,9.100065516728563,8.563224151357387,8.37601556781415,8.645190552185761,8.362791077082289,9.299210926160288,8.539227776027948,8.597486638197372,8.509401808730912,8.833544741196098,8.946540574768411,8.432728298886397,8.714250258852458,8.42379780322799,7.861933053624,8.814856737425522,8.401486020882206,8.598509591348465,8.335718524419322,8.463065759338761,8.488836505615858,8.613036743991882,9.25934467969658,8.516032494407344,8.426211021176128,8.499828480822949,8.70674771558308,8.715593543656256,8.449274721039858,8.868172695217005,8.30663973959496,8.28216798649191,8.515787512411357,8.343654373895248,8.427047439786719,8.565662552179221,8.638676606536372,8.358408346349012,8.550116176670274,8.943000450369114,8.780841155609888,8.705760693501134,8.543482646490762,8.494433161932816,0.0,8.512119582782102,8.585664027762524,8.583877034008852,8.186470340957435,8.769551780137888,8.731360577520194,8.263547064785108,8.456683434668994,8.464437910300287,8.272188368897522,8.635858785916813,8.695606329710403,8.425266151217182,8.20508344363707,8.694467273157569,8.712774004073207,8.69034704712373,8.431178425758029,8.688432806587539,8.624484567655225,8.504116555685613,8.537833744675515,8.63070168777836,8.610375689976877,9.358878745133538,8.59015298847427,8.092572243860682,8.400199935619034,8.511110686338352,8.83730776297682,8.210782087486123,8.986032910456862,8.61533216379467,8.54749191397428,8.096624624181928,8.896256700308355,8.603964015528,9.092889153074026,8.438893722747244,8.6218486840001,8.781793087055124,8.410550027438711,8.622883443889718,9.036085845901685,9.014472133693936
mt,8.282094761918698,8.22062349049432,8.74562026694718,8.438842271802207,8.004977530167226,7.89174895888053,8.77687299620987,8.154092148899254,8.708386417486341,9.158622426687307,7.917129999201676,8.104917926553794,8.428274848042465,8.450673754019858,8.54313073429723,8.29084427717496,8.65598948097547,8.485143325803838,8.675974480002024,7.94771994428805,7.8897888720817555,8.209378901980072,8.319988714996692,8.311914374442038,8.274724316186408,8.185237575182208,7.97371054980229,8.00034486974844,7.973220217657053,8.423758433923789,8.873767000939688,8.439779162366003,8.11361202219528,8.473096806458006,7.956856451267102,9.419067978443376,7.953061117618665,8.012614953578609,7.95087742504337,8.515410105416438,8.994704883529865,8.028570310351737,8.473939138161445,8.380411316843103,8.026151530911571,8.530005187732764,7.979164673085624,7.994995920736174,8.235938101385242,7.928428570481081,8.000700980015269,8.512251753665028,9.12251175022991,8.414795701987032,7.980444316799775,8.039790802037952,8.445259382730356,8.432202648980958,8.208780608873262,8.557562197624435,8.746093713267705,8.05767060292216,8.400790250545786,8.521011388641528,8.253293607659943,8.45895110200558,8.229793796540694,8.065336482037853,8.178788888203453,8.611194820602377,8.57691531552754,8.473362132417874,8.19035899980968,8.697254804333571,8.512119582782102,0.0,8.531581946961024,8.375915163914408,8.508749090807854,8.496149749488557,8.568492718673754,7.85667741756649,8.006722563302219,8.575490633923915,7.8525738617092875,8.659736903746069,8.40453716958775,8.382245663995377,8.277295079683563,8.79410924806146,8.225569896234484,8.33911346386345,7.9936112938457455,8.40276008615076,8.328664544004317,8.092944698499462,8.029359670684006,8.346362211601289,8.46314696701747,9.162510925769274,8.061829387717546,7.976980475267588,7.894362167709197,8.029592807946306,8.684878912525848,8.203378622173208,8.872874400379674,8.290087484544454,8.304484312977575,7.994646028347213,8.719861319152246,8.16291264110406,9.036918733797185,7.961033754620536,8.297382583822353,8.48586756989318,8.357606492762066,8.124892399398512,8.730793599679801,8.733036713008346
mu,8.563790563732159,8.553198817263203,8.989791895925535,8.903146967106125,8.447248971670255,8.331133264048539,8.97799733494928,8.521648080052572,8.90509470607492,9.500022316088696,8.393292439510855,8.601039972510563,8.671342483478659,8.680810909467727,8.885519950976503,8.764896611164222,8.739774070327384,8.804780221533157,8.88020852010017,8.354941190850425,8.401709655245863,8.570654794935878,8.654812212296775,8.71142477531938,8.650036223832277,8.519485774379069,8.472740643324888,8.549211809566843,8.420935863107507,8.749467142083828,9.156159776072924,8.807084245956366,8.557403541016287,8.799021318261024,8.377234091606033,9.32749616930227,8.551788137361035,8.528646642566002,8.515020513960456,8.896402632004483,9.06367089037304,8.488249703477774,8.811372186479147,8.6277144829549,8.347953589969904,8.768556277150841,8.39036920623263,8.540142727602749,8.628557347924943,8.502021201788992,8.433344884430992,8.734706467801217,9.23602732750378,8.666065394024875,8.44741622728716,8.491867167895327,8.656718505579475,8.789591556925366,8.622412860660534,8.79291454399784,8.956978980755736,8.498032103565956,8.764416071597,8.765537325511694,8.521464234046503,8.71817514252251,8.727833908039752,8.406779423053367,8.617696880460452,8.95781485548855,8.889423753638054,8.765761993989782,8.486726194129009,8.817435767656642,8.585664027762524,8.531581946961024,0.0,8.753135220931318,8.704467297488819,8.710591496618882,8.780823551564412,8.263289874843196,8.49148122318778,8.83552856823832,8.321955033243725,8.707790676576026,8.760897272027378,8.745617892052264,8.597605532461992,8.96247398670358,8.737727131882574,8.631462852281862,8.4639516179344,8.90453668190307,8.61406949282821,8.5161501834829,8.438972958008103,8.792424850849331,8.74136086726099,9.396669945968114,8.515756818091567,8.379733201014293,8.35371921027154,8.541591148415359,8.872780956484961,8.502757577832249,9.167544735116593,8.640231971130486,8.581761855417742,8.339850880968086,8.925053648654835,8.646787914389433,9.188859153478658,8.390750843057837,8.679231435842482,8.855851426890801,8.825199811113224,8.563257525313839,9.017092983006195,8.858057942025484
mx,8.31110698275868,8.350800278257553,8.923148777664743,8.274091047265411,8.248112761442723,8.22227729067088,8.902115356994441,8.261388245102093,9.02293328329532,9.142591094575284,8.192310285639326,8.299434293791954,8.567318100803446,8.503656396259867,8.341072052665565,8.409932723249462,8.971654493159246,8.535912806392691,8.829849865754658,8.236993820588287,8.264972710707154,8.11269645175332,8.46870842439883,8.062620345887092,8.21568710384431,8.444429347734738,8.15967565171139,8.29104028031871,8.257481460146947,8.54208609450453,8.860668024905554,8.164952654482972,8.222161891341564,8.397677495144155,8.098488932102693,9.604462501766942,8.290651628506724,8.24331817524619,8.312933903736807,8.639746892312838,9.235454289205146,8.16249466568925,8.349316852009354,8.620899592011954,8.081768224978154,8.514151399809133,8.081780103647073,8.234529971108552,8.202817617405204,8.288901113441726,8.255546308673226,8.535256379652834,9.293157879519036,8.415437914290514,8.287939800447889,8.186154034459124,8.767784157116026,8.52234023118324,8.390687460369563,8.806428316151086,8.645570749855414,8.220893336976438,8.505212040455687,8.336933496547477,8.338325914910783,8.521244812444484,8.285673312504326,8.375869273898216,8.312121964601968,8.655155153140925,8.69325139905906,8.679619966859718,8.278516864881794,8.763119128222861,8.583877034008852,8.375915163914408,8.753135220931318,0.0,8.352150977777072,8.674707424004785,8.493357370487635,8.117126227809724,8.363990649175637,8.537863994609832,8.16831587580682,8.832673571351478,8.508574872524449,7.998076967443284,8.175452702817651,8.684326969749392,8.324499086900934,8.326582998254588,8.119754022370389,8.373316900215222,8.563527171143914,8.15213610878872,8.156895749779537,8.328742411416837,8.422637769024142,9.368187251337451,8.421378171423273,8.184407612756093,8.155608412989451,8.222271852183525,8.599052742728135,8.216905726160725,8.896586371712814,8.292934212004402,8.530157214262664,8.117128158097943,9.08016482281631,8.25468911451434,9.342205566891856,8.297685027263807,8.363061937847933,8.268193100354853,8.395779175114061,8.417629966685205,9.177536629682727,9.130843978227526
my,8.26588335961076,8.488081242913303,9.088596786500888,8.589566133202807,8.480891064895864,8.23883931556215,9.01992299170086,8.414522966070209,8.98708038278266,9.035755730261704,8.343222964892067,8.511560998856321,8.527531133239885,8.232877876657582,8.561699965657992,8.62888334174613,8.909675592613175,8.737611119871348,8.705903956958489,8.300297367183326,8.467357183747591,8.40724101505776,8.303539019147548,8.251498704054258,8.42389685294702,8.558752340473102,8.284294374720922,8.477567594583846,8.438128331860257,8.733761478654733,8.984459745888456,8.332118127488593,8.320022432774854,8.419509656978892,8.305998864279617,9.508242569463249,8.43921766678528,8.48469892605814,8.434218219829916,8.842326044845157,8.996923071467869,8.351296899572008,8.596232746063652,8.547479004300083,7.88427332534041,8.776862729667883,8.25871375568402,8.424043917778054,8.079191910649646,8.426865591922216,8.467319960379387,8.37960392285136,9.242648604065586,8.459082049854684,8.431346743200592,8.373613700291521,8.652803151543518,8.581246300708353,8.427366457075106,8.721527101176084,8.307069194370108,8.227133540635334,8.485841690368307,8.32571683566137,8.363495801747485,8.428110799949799,8.415960607316034,8.54106051515423,8.441512418437638,8.75732904641454,8.824227106145992,8.849773402918254,8.480902695060777,8.648464085599048,8.186470340957435,8.508749090807854,8.704467297488819,8.352150977777072,0.0,8.549928112642213,8.662764268759082,8.23203896627801,8.446228881678197,8.313964517594854,8.229917742016326,8.761468399123261,8.751357404724446,8.261446437738885,7.959699478125626,8.487363467038058,8.542503241707319,8.470488773636168,8.304268975678935,8.642861926363057,8.514703983613286,8.35171127268631,8.347658511060791,8.360283730697617,8.400693749391314,9.335278782800975,8.590175911220465,7.978871173049261,8.296704250090743,8.298343144821411,8.776726186002216,8.048531500189902,8.988549361449762,8.40173879273342,8.454246720010044,8.060565140599724,9.041299866536466,8.42787611527187,9.321226167040189,8.438750605078422,8.60093631293829,8.547418060434378,8.292747915719968,8.506256829009876,9.168273296745069,9.13765950225672
